author,author_year,translator,title,text,url
Τέλλος Άγρας,1899-1944,,Τριαντάφυλλα μιανής μέρας,"Τριαντάφυλλα μιανῆς ἡμέρας τ᾿ Ἅη Γιωργιοῦ,

στὰ κοριτσίστικα τὰ χέρια ἑνὸς παιδιοῦ,

τριαντάφυλλα δικά σου καὶ νὰ τὰ κρατεῖς,

σὰν ἀναπάντεχο καλὸ μεσοστρατίς!



Τὰ πολυδουλεμένα, τριπλοσκαλιστά,

πολύδιπλα, πολύφυλλα, ἀνοιχτά!

τ᾿ ἀγέρι τὰ συγκρούει, τ᾿ ἀγέρι τὸ ψιλό,

καὶ γιὰ ξεφύλλισμα τ᾿ ἀνοίγει ἀπατηλό...



Ἄνοιξη ἡ γειτονιὰ κι ἡ μέρα ζωγραφιά!

Πολὺ ἦταν ν᾿ ἀξιωθῶ παρόμοιαν ὀμορφιά,

-τριαντάφυλλο τὸ στόμα μου τριανταφυλλὶ

τ᾿ ἄνθια τ᾿ ἁμαρτωλὰ στὸ στόμα νὰ φιλεῖ.



(Γίνεται νὰ χωρεῖς τριαντάφυλλο, χωρὶς

τριαντάφυλλο καὶ σὺ στὸ στόμα νὰ φορεῖς;

Κι ἂν γεύτηκες ποτὲ πιοτὸ δροσιστικό,

γιὰ στόμα εἶχες κι ἐσὺ τριαντάφυλλο γλυκό).



Ποτὲς τὰ μάτια μου στὰ μάτια σου μπροστὰ

δὲ μὲ μαρτύρησαν ὅσο στὰ ρόδα αὐτά,

-γιατί ἤσουν ἕνα ἐσύ, μ᾿ αὐτά, κι ἐσὺ μαζί,

καὶ γιατί ἀπάνω τους μεγάλωνες κι ἐσύ.



Γιατὶ τὸ μάντεψα ποιὰν εἶχαν ἀφορμὴ

στὸ δρόμο οἱ πηγαιμοί, στὸ δρόμο κι οἱ ἐρχομοί,

τὰ εὔκαιρα γόνατα-γιὰ τρέξιμο γοργά-

τὰ εὔκαιρα ποὺ ἔπαιζαν τὰ γόνατα ζυγά,

στὸ δρόμο ἢ σ᾿ ἀψηλὸ μπαλκόνι ἀντικρυνό-

-ὢ ἀγάπη τῶν δεκάξι μου χρονῶ.",https://el.wikisource.org/wiki/%CE%A4%CF%81%CE%B9%CE%B1%CE%BD%CF%84%CE%AC%CF%86%CF%85%CE%BB%CE%BB%CE%B1_%CE%BC%CE%B9%CE%B1%CE%BD%CE%AE%CF%82_%CE%BC%CE%AD%CF%81%CE%B1%CF%82
Τέλλος Άγρας,1899-1944,,Της ζωής τα ρόδα,"Νά το, ἀψηλὰ κι ἀπὸ μακρυά,

τὸ παραμύθι τοῦ βορριᾶ!

μὲς τὰ τετράγωνα τὰ μόνα

τὸ παραμύθι τοῦ χειμῶνα.



Κι ἐγὼ τοῦ δρόμου τὸ θολὸ

τὸ μαῦρο σύννεφο φιλῶ

κι εἶμαι, στὰ τρίστρατα τὰ μόνα

τὸ παραμύθι τοῦ χειμῶνα.



Νά το ἀψηλά, νά το μακρυὰ

τὸ παραμύθι τοῦ βορριᾶ!

Ποῦ θά ῾βρω ἐδῶθε, ἄχ! πές μου ξένε,

τὴ ζέστα, ἀγάπη ποὺ τὴ λένε;



Ἐγὼ ποὺ χρόνια κατοικῶ

τὸν δρόμο τὸν ἀγερικό,

πρώτη φορὰ εἶναι ποὺ φοβᾶμαι

μὲ τὸ χειμῶνα ἀπόψε νά ῾μαι...



πρώτη νά φορὰ νὰ πιστευτῶ

τέτοιο ἀκριβό, τέτοιο γραφτὸ

τὸ πῶς ἡ μοῖρα μ᾿ ἔχει κάμει

μιὰ πεταλούδα γιὰ τὸ τζάμι.



Μὰ ἰδές: Γοργὸ κι ἀληθινὸ

κορίτσι βγῆκε ἀπ᾿ τὸ στενὸ

μὲς τὸ φουστάνι ὁποῦ ἀναδεύει

τὰ δυό της πόδια ἀνακατεύει,



γυμνὰ δυὸ πόδια καὶ χυτὰ

καὶ μὲ τί τέχνη εἶναι χτιστά,

καθὼς ὁ ἀγέρας τὰ ξεντύνει,

μὲ τί χαρὰ κι ἐμπιστοσύνη!



Σὰν τὸ πουλὶ ποὺ ἀναπηδᾷ

ἀπὸ κλαδὶ σ᾿ ἄλλα κλαδιά,

ἐχάθηκε ὡς νὰ ξεπροβάλλει

ἀπὸ μία θύρα σὲ μίαν ἄλλη!



-Σκέτο χαρούμενο παιδί,

ποῦ σ᾿ ἔχω βρεῖ; ποῦ σ᾿ ἔχω ἰδεῖ;

δὲν εἶσαι ἡ ἀσταχτομαλλοῦσα

ποὺ χλώμιαζα ὅταν σοῦ μιλοῦσα;



Ῥόδα καὶ μῆλα μάγουλα,

μάγουλα ἀκέρια καὶ καλά,

πῶς σᾶς λαχτάρησεν ὁ τόπος

κι ὁ γερασμένος στρατοκόπος!



Γέλασε ὁ τόπος μονομιᾶς

ὡς τὴν καρδιὰ τῆς ἐρημιᾶς

κι ἀκέρια φούντωσε ἡ μαυρίλα

τῆς ζωῆς τὰ ρόδα καὶ τὰ μῆλα!",https://el.wikisource.org/wiki/%CE%A4%CE%B7%CF%82_%CE%B6%CF%89%CE%AE%CF%82_%CF%84%CE%B1_%CF%81%CF%8C%CE%B4%CE%B1
Τέλλος Άγρας,1899-1944,,Μιλεί η ψυχή μιανής μικρής φυσαρμόνικας,"L' ame des quartiers morts et de tristes enclos.

                                G. RODENBACH





– κΚίει το βερνίκι· ωσάν από κοντύλι

ψιλή, αφρίζει ακόμα η πινελιά.

Mα εσύ έχεις πάλι πυρετό στα χείλη,

που σέρπουν να ζητούν τα πιο παλιά!



Γιά πες μου: έτσι δεν θέλησες; Πηγαίνω

το δρόμο που με αρμήνευες: Aρμό

πού ναύρης να βυζάξης το χαμένο

–τώρα– ριγηλό τέλι των λυγμών;



Εσύ, μπρος στου Ιερού, σα χτες ακόμα,

μεταλάβαινες το σκαλί,

κι' απ' του σταυρού το κρύο φιλί

έχεις το μάλαμα στο στόμα.



Κι' όμως τώρα στεκόμαστε, από πάνω,

–τώρα– σε κρίμα δίχως ξαγορά:

αχ, στη γνώμη σου εμόνοιασα: την κάνω

δική μου, αφού ήταν όλη σου η χαρά!



Μόνον, αυτά τα κόκκαλα μην πιάνης!

–καλέ μου! ουδέ για μένα, ουδέ για σέ!–

Εσύ αλοιφήν ελέους δεν πας να βάνης:

μα ν' αναδέψης νεκρές ζεστασιές!



Το ξέρω τ' άσφαλτο αχείλι τί θέλει·

για την κρυφή πληγή με ψάχνει,– αχ μη!

(μη μουδιάσουν στο πληγωμένο τέλι

του χαμένου χινόπωρου οι λυγμοί!)



Αίμα θα τρέξη... Είσαι άξιος, σα θελήσης.

Όμως γιατί ξανά με τυραννείς;

Του ελέγχου και της στείρας ηδονής

το φαρμάκι διπλό για να μ' αφήσης;",https://el.wikisource.org/wiki/%CE%9C%CE%B9%CE%BB%CE%B5%CE%AF_%CE%B7_%CF%88%CF%85%CF%87%CE%AE_%CE%BC%CE%B9%CE%B1%CE%BD%CE%AE%CF%82_%CE%BC%CE%B9%CE%BA%CF%81%CE%AE%CF%82_%CF%86%CF%85%CF%83%CE%B1%CF%81%CE%BC%CF%8C%CE%BD%CE%B9%CE%BA%CE%B1%CF%82
Τέλλος Άγρας,1899-1944,,Ορφικό,"Φράχτης ξύλινος, παλιού κισσού αντιστύλι,

και σε στοίβα λιθάρια (εκεί που δε θαρρούσες

μια ψυχή ζωντανή) παιδί, κ' έχει στα χείλη

όργανο, και κρεμάει ανάερα τις πατούσες,

λιγνές πατούσες.



Στο ζαρωμένο το χαρτί, μια κλωστή σειέται

και ψυχή στην κλωστή, λαλούμενη, στο τέλι

λόγος, που τ' άλυτο πάθος πολύ διηγιέται.

Κάνεις κακό, αγαθό παιδί, μα τί σε μέλλει;

αχ, τί σε μέλλει;



Κι' ο λόγος κι' ο λυγμός τυραννιέται στις νότες,

σε μια φούχτα μαβύ χαρτί μια τρίχα τρίζει...

Παίζε, αγαθό παιδί, τις ρίμες σου τις πρώτες,

κι' ας φεύγη όποιος πολύ πονεί και δεν τ' αξίζει,

– και δεν τ' αξίζει!



Φεύγει στα δυο η φωνή μας σα φωνή στο χιόνι:

είναι το διάστημα πολύ, που ώς να βγη θέλει.

Σώπαινε, είν' ο καημός βαθύς, τα λόγια σκόνη·

κάλλιο λαλεί στα ξένα στόματα το τέλι·

κάλλιο το τέλι.



Κι' ανασέρνει η γυμνή, τ' ακούς; τρέμουσα τρίχα

σέρνει το είναι της γης, το χώμα, και το φύλλο!

Πουλί μες στην καρδιά της πέτρας και στην ψίχα

βαθειά, κινάει πουλί, στο χρυσό μέσα ξύλο,

πουλί στο ξύλο!



Και σ' εμέ (που όσο δυο χειμωνιές, τόσο, αλήθεια,

το χρυσό τούτο μάκρος και το αγέρι τρέμω,

που απ' τα νησιά όλο πνέει στα λαμπρά ξερολίθια

–αρμύρα νοτερή, γνώμη γλυκειά του ανέμου,–)

σ' εμέ, φωνή άξαφνα πετιέται μέσαθέ μου,

να κράξω στους καλούς περαστικούς: «Βοήθεια!»



Μα ψυχή ζωντανή δε φαίνεται. Ανεμίζουν,

πέτρα την πέτρα, ανώφελες αγριοβιολέττες.

– Kαι τέτοια μυστικά σαν ποιές ακοές τ' αξίζουν;

Το πνεύμα, τυραννεί· κ' η χλωμή σάρκα, αρνιέται·

η σάρκα αρνιέται.



Κι' ο λόγος κι' ο λυγμός απιδρομάει κι' ογκώνει

και σα ν' αντιμιλή και σα να βγάζη γλώσσα,

παγαινόρχεται και κλαίει και με δαγκώνει

κι' όλο και μελετάει την κρίση της απ' τα όσα,

τα όσα αμάρτησε η καρδιά, και μετανοιώνει.



Αχ, δάκρυα όσο ναυρώ, μου χάνεται η ψυχή·

γιατί κι' ουδέ σφυρί τυφλό και νάχε πέσει

στο νου μου, έτσι ποτέ δεν τόχε αυτό χωρέσει,

το που δεν πάει ξανά να γίνη απ' την αρχή!



– Τάχα έτσι να σε γεύωνται, ρίζα του κόσμου;

Ύλη λαλούμενη! ύλη εντέλεια μοναχή!

Kρίμα του Πλάστη σου, άπραχτη του ανθρώπου ευχή,

μιαν αίσθηση, άλλη μια, για να σε σμείξω δος μου,

ακόμα δος μου!",https://el.wikisource.org/wiki/%CE%9F%CF%81%CF%86%CE%B9%CE%BA%CF%8C
Τέλλος Άγρας,1899-1944,,Πανσέδες,"Άκρα παντού ησυχία– και τηνέ περισσεύουν

τα συντρεχούμενα νερά γύρω απ' τη βρύση

κ' οι πανσέδες, που απόψε ουδέ στιγμή σαλεύουν·

και το κορίτσι που έπιασε να τους ποτίση.



Ανήξερη θωριά στα μάτια με γελάει,

κι' αφή, γλυκοπερπάτητη διπλά απ' τις άλλες·

πότε, στάλα· και πότε, θάλασσα– και πάει:

μια, στάλα· και μια, θάλασσας μαβειές αγκάλες,



ανήξερος πανσές, μέσα στην πάσα ειρήνη,

χαίρεται, αναίσθητος, του πλάστη του το κρίμα·

και το γειτονικό τ' αγέρι οπού τον ντύνει,

στον ίσκιο το τυλίγει απ' το δικό του εντύμα,



το εντύμα του όλο στάλες, μια μέσα στην άλλη,

κ' ίσκιωμα γαλανό στου γαλανού τη μέση,

απ' το λιλά και σ' άλλο πιο λιλά, και πάλι

– του παγωνιού φτερά σα νάθελε φορέσει.



Σφιχτοκρατούμενος στης ρίζας του το χώμα

–κι' όσο τον βλέπω, στο είναι του– νά, που μου μοιάζει!

Σα να μ' ακούη με το είναι του, κι' ωσάν, ακόμα,

με τα γαλάζια μάτια του να με σκεπάζη...



Κ' έρχεται, το λουλούδι, έρχεται και με σμείγει

–Κ' είναι σα να το μέλλη και να μη το μέλλη–

στα μαβειά του με ντύνει, με περιτυλίγει,

στ' αξέβαφα μαβειά με ντύνει, και με θέλει.



Το φύλλο κατά μέσα στην καρδιά του κλίνει

κι' αγάλια, με χωρεί κ' εμένα, ολίγο-ολίγο·

στα μάτια του τ' ανήξερα με καταπίνει

– και στους πανσέδες μέσα, ένας πανσές ανοίγω.",https://el.wikisource.org/wiki/%CE%A0%CE%B1%CE%BD%CF%83%CE%AD%CE%B4%CE%B5%CF%82
Τέλλος Άγρας,1899-1944,,Ποίημα ερωτικό,"Animula vagula, blandula,

            hospes, comesque corporis,

            qua nunc abibis in loca?

            Pallidula, rigida, nudula,

            nec, ut soles, dabis jocos.

                    ADRIANUS



            Ψυχούλα άστεγη, χαϊδεμένη,

            ξενητεμμένη του κορμιού συντρόφισσα,

            για πού μισεύεις;

            Χλωμούλα, τρεμουλιάρα, ολόγυμνη,

            μηδέ θα κάνης πια χαρές, σαν πρώτα.

                    ΑΔΡΙΑΝΟΣ



Κάτω απ' τις ελιές, οι ώρες σιωπηλές

παίρνουνε τη μέρα πεθαμένη.

Κάτω απ' τις λιγνές, τις σκόρπιες αγριελιές,

άφωνο, πικρό το λείψανο διαβαίνει.



Αχ, τη νειότη σου, ξανθούλα μου Ερωμένη,

με την ώχρα του έχει ο θάνατος βαμμένη.



Μες στο αγέρινο, που φεύγει, δειλινό,

το πορτραίτο της στον ήλιο πώς χλωμαίνει!

Σύρε! Στη ζωήν ακόμη ν' αγρυπνώ

– έτσι μούμελλεν, αγάπη σταυρωμένη!



Ξέβγαλαν τη Μέρα πεθαμένη.

Μας εχώρισαν, χλωμούλα μου ερωμένη!



Κ' είν' η νύχτα πια, που μαρτυρικιά, 

γνώριμη, χωρίς μυστήριο, βασιλεύει...

Κ' είν' η νύχτα πια, που κρύα και πληχτικιά,

στα βαθειά, βαθειά μου δυναστεύει.



Άκου: σιγανά παραμιλεί ένα φύλλο!

Κάποιο φως μαβύ γλυστρά απ' τα μονοπάτια.

Ώ ψυχή μου, ώ σφάλισε τα μάτια!",https://el.wikisource.org/wiki/%CE%A0%CE%BF%CE%AF%CE%B7%CE%BC%CE%B1_%CE%B5%CF%81%CF%89%CF%84%CE%B9%CE%BA%CF%8C
Τέλλος Άγρας,1899-1944,,Σπιτικό περιβόλι,"Πολυκατοικημένο είναι το ράφι

με τις γλάστρες, πηχτά τα φύλλα, και τα κλώνια·

γλάστρες κι' ώς μες στην πέτρινη, χάμω, τη σκάφη,

κι' ο φύκος, γείτονας, σκουντά τα πελαργόνια.



Το μούσκλο, βελονιά τη βελονιά, και βρίσκει

παντού την κούφια ρίζα να κατασκεπάζη.

Δες, κ' η φραγκοσυκιά που τρέμουν της οι δίσκοι,

ξωτική σάρκα αγκαθερή, πράσινη, μοιάζει.



Κ' έξαφνα, κάπου εδώ στα χόρτα, ή σαν πιο πέρα,

φύσημα ολίγο κίνησε να τα πειράξη:

εσύγχυσε αλαφρά τον άθυμον αέρα.

Χαλάει τα φύλλα, βιάζεται, χαλάει την τάξη,



κ' η σταχτερή, η περπατημένη η πρασινάδα,

το μελαγχολικό κορίτσι που διαβάζει,

τα ημερινά τα μάρμαρα, η περιπλοκάδα,

το σπιτικό περιβολάκι, συννεφιάζει.



Μυριστικά, ποτιστικά γύρω απ' τη βρύση,

παράταιρα, εσυγκλίναν– κ' εξανακαθήσαν·

κάτι ξένο σα νάρθε να συγκατοικήση·

και μια φούχτα σπουργίτια ομόγνωμα εσκορπίσαν...



Μα έλειψε κι' όλας. Μα ήτανε μια απάτη ακόμα,

μούχρωμα–κ' έλυωσε, κ' ίσκιος απλής ημέρας.

Για τη σάρκα πικρός, αχ! πικρός κι' ώς το στόμα,

του πρωτοχινοπώρου πέρασεν ο αγέρας...",https://el.wikisource.org/wiki/%CE%A3%CF%80%CE%B9%CF%84%CE%B9%CE%BA%CF%8C_%CF%80%CE%B5%CF%81%CE%B9%CE%B2%CF%8C%CE%BB%CE%B9
Τέλλος Άγρας,1899-1944,,Χινοπωρινό σχεδίασμα,"Ah! nuees accourues des cotes de la Manche,

                    Vous nous avez gate notre dernier dimanche.

                                LAFORGUE



Με χωρίς φωτοχυσίες, μ' ολίγους ήχους

βρέχει, «επί δικαίους και αδίκους»...

βρέχει στην πλατεία, στη φυλακή,

– οικουμενική βροχή, ευαγγελική.



Βρέχει στα βαγόνια (ώ ευθυμία)

που γυρνάνε απ' τα Νοσοκομεία·

και στις προφητείες του Καζαμία

(«τροπή του καιρού προς νότον... τρικυμία...»).



Βρέχει στα νερά, βρέχει στα φύτρα,

Βρέχει στις γαζίες σου, μαθήτρα!

Βρέχει– τυπικά, και δίχως σημασία...

Βρέχει στις μαθήτρες σου, γαζία!



Στου κενού τον κύκλο κατεβαίνει

της βροχής σου η συνεφαπτομένη...

Στ' ουρανού τη μάταιην αγκαλιά

τρίγωνα, τα εξόριστα πουλιά.



Χινοπωρινές Ισημερίες

(ώ οι βροχές, ώ οι τριγωνομετρίες!).

Και να μη μπορώ (με συγχωρείς)

να σου μάθω εκείνα που απορείς.



Βρέχει, Κυριακή... Κανείς, κανείς,

άλλο από «γνωστούς» και «συγγενείς»...

Kρίμας τη χαρά, κρίμας τη σχόλη!

Δεν έχει σεργιάνι στο περβόλι,



που θα παγαινόρχεται, σκυφτός,

στο σταχτί το μουσαμά του Αυτός!",https://el.wikisource.org/wiki/%CE%A7%CE%B9%CE%BD%CE%BF%CF%80%CF%89%CF%81%CE%B9%CE%BD%CF%8C_%CF%83%CF%87%CE%B5%CE%B4%CE%AF%CE%B1%CF%83%CE%BC%CE%B1
Τέλλος Άγρας,1899-1944,,Χελιδονοφωλιές,"Χελιδόνια χτες πέρασαν κλεφτά

κι εξεπέταξαν κατά τ’ ανοιχτά·

κι εκελάδησαν: «Πάμε συντροφιά,

πάμε σ’ άλλη γης, σ’ άλλην ομορφιά».

 

Κι εκελάδησαν με γλυκές λαλιές:

«Μη μας ρίξετε χάμω τις φωλιές!

Μη, καλά παιδιά, μη, να σας χαρώ,

να τις έβρωμε πάλι, με καιρό!»",https://el.wikisource.org/wiki/%CE%A7%CE%B5%CE%BB%CE%B9%CE%B4%CE%BF%CE%BD%CE%BF%CF%86%CF%89%CE%BB%CE%B9%CE%AD%CF%82
Τέλλος Άγρας,1899-1944,,Κάτω απ΄ το χιόνι,"Σκέψου –τι πράματα γλυκά

κοιμούνται κάτωθε απ’ το χιόνι.

Κοιμάται ο σπόρος, μυστικά,

καθώς το φύτρο του φυτρώνει.

 

Κοιμούνται αμέτρητα σπαρτά

–κι όλο ονειρεύονται τ’ αστάχυα.

Τ’ άγρια μπουμπούκια, σφαλιστά,

ύπνος τα παίρνει, μες στα βράχια…

 

Έχει όλ’ η πλάση κοιμηθεί

κάτω απ’ το κάτασπρο σεντόνι,

ωσότου να της πει στ’ αυτί

μια συλλαβή το χελιδόνι.

 

Και τότες! ρόδα, γιασεμιά,

γλυκά κεράσια, χρυσά στάχυα,

κι η αγαπημένη η κυκλαμιά

«Ευχαριστώ» θα πει στα βράχια.",https://el.wikisource.org/wiki/%CE%9A%CE%AC%CF%84%CF%89_%CE%B1%CF%80%CE%84_%CF%84%CE%BF_%CF%87%CE%B9%CF%8C%CE%BD%CE%B9
Τέλλος Άγρας,1899-1944,,Αφώλιαστο πουλί,"Τα χελιδόνια τα πουλιά

στ’ ανώφλια χτίζουν τη φωλιά

και στη σκεπή την άσπρη,

με χόρτο και με λάσπη.

 

Μέσα από μούσκουλην ογρή

συνάζει ο σπίνος ό,τι βρει

και φορτωμένος τρέχει

και τη φωλιά του πλέχει.*

 

Ρίζες και τούφες το μαλλί

η καρδερίνα κουβαλεί,

και, σα βαθύς τεχνίτης,

χτίζει φωλιά δική της.

 

Πουλάκια χτίζουν τις φωλιές

σε κούφια δέντρα, σε σπηλιές.

Θες φλώρος, θες σπουργίτι,

έχει δικό του σπίτι.

 

– Μα εσύ, καλέ τραγουδιστή,

φωλιά δε νοιάζεσαι –γιατί;

Κούκο καλέ μου, στάσου:

Πού τα γεννάς τ’ αυγά σου;

 

– Να χτίζω εγώ δεν ευκαιρώ.

Τραγούδι θέλω να χαρώ…

Γεννώ σε ξένο τόπο

και βγαίνω από τον κόπο.

 

Αυγά κι αν κάνω περισσά,

ξένη φτερούγα τα κλωσά.

Μα η Πλάση δε χωρίζει,

και ξένον δε γνωρίζει!",https://el.wikisource.org/wiki/%CE%91%CF%86%CF%8E%CE%BB%CE%B9%CE%B1%CF%83%CF%84%CE%BF_%CF%80%CE%BF%CF%85%CE%BB%CE%AF
Τέλλος Άγρας,1899-1944,,Κούκος,"«Κούκου! Κούκου!» Κούκος και λαλεί.

Τι χαρά! Τ’ ακούσατε, παιδιά;

Άνοιξη φωνάζει το πουλί! 

 

«Κούκου! Κούκου!» δεύτερη φωνή.

«Δέντρα, ανθίστε, βγάλετε κλαδιά!

Χαίρεστε και λάμπετε, ουρανοί!» 

 

«Κούκου! Κούκου!» τρίτωσες, πουλί.

– Αγαθή, χαρούμενη καρδιά,

Σ’ αγαπώ (να το ’ξερες!) πολύ.",https://el.wikisource.org/wiki/%CE%9A%CE%BF%CF%8D%CE%BA%CE%BF%CF%82
Τέλλος Άγρας,1899-1944,,Fragmentum,"Ήθελες κάτι να μου πεις 

και δεν σου το ρωτούσα,

(Το καλοκαίρι είχε σωθεί

και τ’ άνθη που αγαπούσα).



 Ήθελες κάτι να μου πείς

και τόχα λησμονήσει.

(Τη ρίζα που καθόμαστε

-θυμάσαι;- έχουν γκρεμίσει).



(Είχε από τότε εντός μου

σε φθινόπωρο γυρίσει).

Μου είπες, α, ναι!

- πως μ’ αγαπάς

- μα τόχω λησμονήσει.",https://el.wikisource.org/wiki/Fragmentum
Τέλλος Άγρας,1899-1944,Τέλλος Άγρας,Παλατινή Ανθολογία/VII/710 Ήριννας μετάφραση Τέλλου Άγρα,"Πρωτότυπο: Παλατινή Ανθολογία/VII/710 Ήριννας

Άλλη μετάφραση:",https://el.wikisource.org/wiki/%CE%A0%CE%B1%CE%BB%CE%B1%CF%84%CE%B9%CE%BD%CE%AE_%CE%91%CE%BD%CE%B8%CE%BF%CE%BB%CE%BF%CE%B3%CE%AF%CE%B1/VII/710_%CE%89%CF%81%CE%B9%CE%BD%CE%BD%CE%B1%CF%82_%CE%BC%CE%B5%CF%84%CE%AC%CF%86%CF%81%CE%B1%CF%83%CE%B7_%CE%A4%CE%AD%CE%BB%CE%BB%CE%BF%CF%85_%CE%86%CE%B3%CF%81%CE%B1
